producto,marca,formato,cantidad,precio,supermercado,categoria
Preparado en polvo flan,Hacendado,Caja,190 g,1.4,Mercadona,Panadería y pastelería
Chocolate blanco fundir,Hacendado,Tableta,200 g,1.6,Mercadona,"Miel, caramelos y chocolate"
Preparado en polvo flanes y natillas,Maizena Potax,Caja,6 sobres (192 g),1.75,Mercadona,Panadería y pastelería
Aroma de vainilla,Hacendado,Bote,150 ml,2.0,Mercadona,Panadería y pastelería
Preparado en polvo natillas,Hacendado,Caja,89 g,1.4,Mercadona,Panadería y pastelería
Preparado en polvo gelatina piña,Hacendado,Caja,2 sobres (170 g),1.5,Mercadona,Panadería y pastelería
Preparado en polvo para crepes,Hacendado,Bote,200 g,2.0,Mercadona,Panadería y pastelería
Preparado en polvo gelatina fresa,Hacendado,Caja,2 sobres (170 g),1.5,Mercadona,Panadería y pastelería
Preparado en polvo gelatina fresa  0% azúcar,Hacendado,Caja,1 sobre (26 g),2.0,Mercadona,Panadería y pastelería
Preparado en polvo gelatina arándano  0% azúcar,Hacendado,Caja,1 sobre (31 g),2.0,Mercadona,Panadería y pastelería
Chocolate negro 70% cacao fundir  0% azúcares añadidos,Hacendado,Tableta,200 g,2.4,Mercadona,"Miel, caramelos y chocolate"
Chocolate con leche fundir,Hacendado,Tableta,200 g,1.6,Mercadona,"Miel, caramelos y chocolate"
Levadura de panadería,Hacendado,Paquete,10 sobres (70 g),1.5,Mercadona,Panadería y pastelería
Masa fresca hojaldre,Hacendado,Paquete,2 paquetes x 260 g,2.5,Mercadona,Panadería y pastelería
Masa fresca  hojaldre con mantequilla,Hacendado,Paquete,2 paquetes x 260 g,2.8,Mercadona,Panadería y pastelería
Masa fresca quebrada brisa,Hacendado,Paquete,2 paquetes x 230 g,2.6,Mercadona,Panadería y pastelería
Masa fresca empanada,Hacendado,Paquete,2 paquetes x 230 g,2.6,Mercadona,Panadería y pastelería
Masa de hojaldre sin gluten,Hacendado,Paquete,280 g,2.8,Mercadona,Panadería y pastelería
Masa filo,Bella,Paquete,250 g,2.0,Mercadona,Panadería y pastelería
Vela de cumpleaños 0,Hacendado,Paquete,1 ud.,0.75,Mercadona,Panadería y pastelería
Vela de cumpleaños 1,Hacendado,Paquete,1 ud.,0.75,Mercadona,Panadería y pastelería
Vela de cumpleaños 2,Hacendado,Paquete,1 ud.,0.75,Mercadona,Panadería y pastelería
Vela de cumpleaños 3,Hacendado,Paquete,1 ud.,0.75,Mercadona,Panadería y pastelería
Vela de cumpleaños 4,Hacendado,Paquete,1 ud.,0.75,Mercadona,Panadería y pastelería
Vela de cumpleaños 5,Hacendado,Paquete,1 ud.,0.75,Mercadona,Panadería y pastelería
Vela de cumpleaños 6,Hacendado,Paquete,1 ud.,0.75,Mercadona,Panadería y pastelería
Vela de cumpleaños 7,Hacendado,Paquete,1 ud.,0.75,Mercadona,Panadería y pastelería
Vela de cumpleaños 8,Hacendado,Paquete,1 ud.,0.75,Mercadona,Panadería y pastelería
Vela de cumpleaños 9,Hacendado,Paquete,1 ud.,0.75,Mercadona,Panadería y pastelería
Velas de cumpleaños,Hacendado,Paquete,20 velas,0.9,Mercadona,Panadería y pastelería
Almendra molida,Hacendado,Paquete,125 g,2.07,Mercadona,Panadería y pastelería
Coco rallado,Hacendado,Paquete,125 g,1.1,Mercadona,Panadería y pastelería
Caramelo líquido,Hacendado,Bote,300 g,1.75,Mercadona,Panadería y pastelería
Fideos de chocolate,Hacendado,Paquete,100 g,1.45,Mercadona,"Miel, caramelos y chocolate"
Azúcar vainillado,Hacendado,Paquete,120 g,1.0,Mercadona,Panadería y pastelería
Almendra cubitos,Hacendado,Paquete,125 g,2.07,Mercadona,Panadería y pastelería
Almendra laminada,Hacendado,Paquete,125 g,2.07,Mercadona,Panadería y pastelería
Cacahuete +Proteínas en polvo desgrasado  14 g proteínas 70% reducido en grasa,Hacendado,Paquete,200 g,2.75,Mercadona,Panadería y pastelería
Sirope de chocolate,Hacendado,Bote,300 g,2.15,Mercadona,Panadería y pastelería
Queso curado mezcla,Hacendado,Pieza,"1,63 kg aprox.",17.6,Mercadona,Charcutería y quesos
Queso curado mezcla  cortado en cuñitas,Hacendado,Pieza,330 g aprox.,4.79,Mercadona,Charcutería y quesos
Queso curado mezcla,Hacendado,Pieza,410 g aprox.,4.71,Mercadona,Charcutería y quesos
Queso curado mezcla,Hacendado,Pieza,"1,03 kg aprox.",11.53,Mercadona,Charcutería y quesos
Queso grana padano,Zanetti,Pieza,230 g aprox.,3.36,Mercadona,Charcutería y quesos
Queso viejo tostado mezcla,Hacendado,Pieza,"1,64 kg aprox.",21.16,Mercadona,Charcutería y quesos
Queso viejo tostado mezcla,Hacendado,Pieza,395 g aprox.,5.43,Mercadona,Charcutería y quesos
Queso curado y cheddar  en dados,Hacendado,Paquete,125 g,1.05,Mercadona,Charcutería y quesos
Queso viejo de oveja,Hacendado,Pieza,"1,54 kg aprox.",21.64,Mercadona,Charcutería y quesos
Queso viejo de oveja,Hacendado,Pieza,380 g aprox.,6.1,Mercadona,Charcutería y quesos
Queso añejo fuerte de oveja,Hacendado,Pieza,330 g aprox.,5.81,Mercadona,Charcutería y quesos
Queso añejo fuerte de oveja,Hacendado,Pieza,750 g aprox.,13.2,Mercadona,Charcutería y quesos
Queso viejo intenso mezcla,Hacendado,Pieza,330 g aprox.,4.55,Mercadona,Charcutería y quesos
Tabla de quesos nacionales,Hacendado,Bandeja,240 g,4.95,Mercadona,Charcutería y quesos
Queso viejo gouda,Hacendado,Pieza,250 g,3.75,Mercadona,Charcutería y quesos
Queso viejo ahumado de oveja,Hacendado,Pieza,330 g aprox.,5.68,Mercadona,Charcutería y quesos
Queso Arzúa-Ulloa de vaca,Punteiro,Pieza,780 g aprox.,6.9,Mercadona,Charcutería y quesos
Queso curado cheddar,Hacendado,Pieza,300 g,3.0,Mercadona,Charcutería y quesos
Queso curado DOP manchego de oveja,Hacendado,Pieza,350 g aprox.,8.15,Mercadona,Charcutería y quesos
Queso viejo cremoso de oveja,Hacendado,Pieza,300 g aprox.,5.08,Mercadona,Charcutería y quesos
Queso añejo mezcla con aceite de oliva,Hacendado,Pieza,305 g aprox.,5.47,Mercadona,Charcutería y quesos
Queso grana padano  en escamas,Hacendado,Bote,100 g,2.48,Mercadona,Charcutería y quesos
Queso añejo picante mezcla,Hacendado,Pieza,370 g aprox.,6.31,Mercadona,Charcutería y quesos
Queso añejo seco de oveja,Hacendado,Pieza,340 g aprox.,5.95,Mercadona,Charcutería y quesos
Queso añejo tostado mezcla,Hacendado,Pieza,370 g aprox.,5.96,Mercadona,Charcutería y quesos
Queso viejo de cabra,Hacendado,Pieza,330 g aprox.,6.11,Mercadona,Charcutería y quesos
Queso viejo madurado en cava mezcla,Hacendado,Pieza,315 g aprox.,4.71,Mercadona,Charcutería y quesos
Queso añejo ibérico mezcla  cortado en cuñitas,Hacendado,Pieza,320 g aprox.,5.52,Mercadona,Charcutería y quesos
Queso semicurado mezcla,Hacendado,Pieza,"1,54 kg aprox.",14.17,Mercadona,Charcutería y quesos
Queso semicurado mezcla,Hacendado,Pieza,"1,08 kg aprox.",10.8,Mercadona,Charcutería y quesos
Queso semicurado mezcla,Hacendado,Pieza,420 g aprox.,4.12,Mercadona,Charcutería y quesos
Queso semicurado mezcla  cortado en cuñitas,Hacendado,Pieza,340 g aprox.,4.64,Mercadona,Charcutería y quesos
Queso semicurado de cabra,Hacendado,Pieza,390 g aprox.,5.66,Mercadona,Charcutería y quesos
Queso semicurado sin lactosa mezcla,Hacendado,Pieza,430 g aprox.,5.42,Mercadona,Charcutería y quesos
Queso tierno  cheddar,Hacendado,Pieza,300 g,2.7,Mercadona,Charcutería y quesos
Queso emmental de vaca,Hacendado,Pieza,350 g,2.85,Mercadona,Charcutería y quesos
Queso tierno de vaca  cortado en cuñitas,Hacendado,Pieza,320 g aprox.,2.5,Mercadona,Charcutería y quesos
Queso tierno mezcla,Hacendado,Pieza,"1,22 kg aprox.",10.37,Mercadona,Charcutería y quesos
Queso tierno mezcla,Hacendado,Pieza,350 g aprox.,3.11,Mercadona,Charcutería y quesos
Queso tierno mezcla  cortado en cuñitas,Hacendado,Pieza,325 g aprox.,3.9,Mercadona,Charcutería y quesos
Queso tierno bajo en sal mezcla,Hacendado,Pieza,350 g aprox.,3.66,Mercadona,Charcutería y quesos
Queso tierno maasdam de vaca,Holland Corona,Pieza,400 g,3.35,Mercadona,Charcutería y quesos
Queso tierno gouda de vaca,Holland,Pieza,450 g,3.3,Mercadona,Charcutería y quesos
Queso tierno bola edam de vaca,Holland Corona,Pieza,455 g,3.7,Mercadona,Charcutería y quesos
Miel de flores,Mielove de Dia,Frasco,1 Kg,4.7,Dia,"Miel, caramelos y chocolate"
Miel de flores antigoteo,Mielove de Dia,Frasco,500 g,3.2,Dia,"Miel, caramelos y chocolate"
Miel de azahar,Mielove de Dia,Frasco,350 g,3.19,Dia,"Miel, caramelos y chocolate"
Miel de romero,Mielove de Dia,Frasco,350 g,3.49,Dia,"Miel, caramelos y chocolate"
Miel de eucalipto,Mielove de Dia,Frasco,350 g,3.19,Dia,"Miel, caramelos y chocolate"
Miel de flores antigoteo,Granja san fancisco,Bote,350 g,5.5,Dia,"Miel, caramelos y chocolate"
Sirope de caña antigoteo,Ramiflor,Frasco,500 g,3.5,Dia,"Miel, caramelos y chocolate"
Longaniza magro fresca,Hacendado,Bandeja,535 g aprox.,3.26,Mercadona,Charcutería y quesos
Longaniza fresca sin tripa,Hacendado,Bandeja,560 g,3.3,Mercadona,Charcutería y quesos
Longaniza fresca de pollo,Hacendado,Bandeja,550 g aprox.,4.13,Mercadona,Charcutería y quesos
Longaniza fresca de pollo,Hacendado,Bandeja,800 g aprox.,5.84,Mercadona,Charcutería y quesos
Chorizo oreado,Hacendado,Bandeja,360 g aprox.,2.57,Mercadona,Charcutería y quesos
Chistorra,Hacendado,Paquete,220 g,1.55,Mercadona,Charcutería y quesos
Longaniza roja fresca rosca,Hacendado,Bandeja,400 g aprox.,3.0,Mercadona,Charcutería y quesos
Longaniza fresca estilo criollo,Hacendado,Bandeja,380 g aprox.,2.96,Mercadona,Charcutería y quesos
Butifarra fresca,Hacendado,Bandeja,640 g aprox.,3.68,Mercadona,Charcutería y quesos
Chorizo aperitivo,Hacendado,Bandeja,300 g aprox.,2.59,Mercadona,Charcutería y quesos
Chorizo picante aperitivo,Hacendado,Bandeja,375 g aprox.,3.24,Mercadona,Charcutería y quesos
Chorizo fresco Ibérico,Hacendado,Bandeja,450 g aprox.,4.5,Mercadona,Charcutería y quesos
Morcilla de cebolla dulce,Hacendado,Bandeja,390 g aprox.,2.65,Mercadona,Charcutería y quesos
Morcilla de cebolla picante,Hacendado,Bandeja,390 g aprox.,2.65,Mercadona,Charcutería y quesos
Jamoncitos de pollo congelados,Hacendado,Paquete,1 kg,3.1,Mercadona,Congelados
Alas de pollo congeladas,Hacendado,Paquete,1 kg,3.4,Mercadona,Congelados
Medallones preparado de solomillo cerdo congelados marinados,Hacendado,Paquete,300 g aprox.,3.11,Mercadona,Congelados
Solomillo de pavo marinado congelado,Hacendado,Paquete,350 g aprox.,2.76,Mercadona,Congelados
Cuartos traseros de pollo congelados,Hacendado,Paquete,2 kg,5.8,Mercadona,Congelados
Solomillo de cerdo marinado congelado,Hacendado,Paquete,800 g aprox.,6.24,Mercadona,Congelados
Jamoncitos de pavo duplo congelados,Hacendado,Paquete,670 g aprox.,2.91,Mercadona,Congelados
Pierna de lechal entera congelada,Hacendado,Pieza,650 g aprox.,9.04,Mercadona,Congelados
Chuletas cordero de lechal congeladas,Hacendado,Paquete,550 g aprox.,12.65,Mercadona,Congelados
Carrillada de cerdo congelada,Hacendado,Paquete,460 g aprox.,5.75,Mercadona,Congelados
Pechugas de pollo enteras congeladas,Hacendado,Paquete,1 kg aprox.,5.65,Mercadona,Congelados
Alas de pollo barbacoa congeladas,Hacendado,Paquete,750 g,3.68,Mercadona,Congelados
Toallitas desmaquillantes micelar con aloe vera,Imaqe de Dia,Bolsa,30 unidades,1.15,Dia,Higiene
Desmaquillante de ojos waterproof,Imaqe de Dia,Bote,125 ml,1.66,Dia,Higiene
Toallitas desmaquillantes para pieles sensibles con extractos de rosas,Imaqe de Dia,Bolsa,30 unidades,1.29,Dia,Higiene
Crema facial de día natural con vitamina C,Imaqe de Dia,Frasco,50 ml,4.95,Dia,Higiene
Mousse limpiadora con aloe vera y hamamelis,Imaqe de Dia,Bote,150 ml,3.0,Dia,Higiene
Sérum facial natural con vitamina C,Imaqe de Dia,Bote,30 ml,5.9,Dia,Higiene
Exfoliante facial 3 en 1 kaolín y aloe,Imaqe de Dia,Tubo,100 ml,3.5,Dia,Higiene
Limpiador facial exfoliante con hueso de albaricoque,Imaqe de Dia,Caja,50 g,2.99,Dia,Higiene
Parches antiarrugas para el contorno de ojos,Iroha,Sobre,2 unidades,2.95,Dia,Higiene
Agua micelar natural antipolución & detox,Imaqe de Dia,Bote,200 ml,3.49,Dia,Higiene
Agua micelar en aceite,Garnier,Bote,400 ml,5.49,Dia,Higiene
Crema antiedad de día pro-collagen,Imaqe de Dia,Frasco,50 ml,5.99,Dia,Higiene
Crema facial de día natural antipolución & detox,Imaqe de Dia,Frasco,72 ml,4.95,Dia,Higiene
Toallitas desmaquillantes antiedad con coenzima,Imaqe de Dia,Bolsa,25 unidades,1.19,Dia,Higiene
Agua micelar todo en uno para todo tipo de piel,Garnier,Bote,400 ml,5.49,Dia,Higiene
Contorno de ojos natural antipolución & detox,Imaqe de Dia,Tubo,15 ml,3.9,Dia,Higiene
Crema de día antiarrugas spf 15,Nivea,Frasco,50 ml,9.49,Dia,Higiene
Desmaquillante sublime camomila,Flor de mayo,Bote,80 g,6.99,Dia,Higiene
Crema de día hidratante nutritiva piel seca/sensible,Diadermine,Frasco,50 ml,10.49,Dia,Higiene
Crema antiarrugas contorno de ojos Q 10,Nivea,Caja,15 ml,9.99,Dia,Higiene
Crema facial hydra 5 acciones,Men Expert,Frasco,50 ml,7.99,Dia,Higiene
Sérum facial efecto botox,Babaria,Tubo,30 ml,7.8,Dia,Higiene
Bálsamo labial con miel,Oyess,Blister,48 g,2.99,Dia,Higiene
Mascarilla facial after sun calmante,Iroha,Sobre,1 unidad,2.95,Dia,Higiene
Discos tonificantes e hidratantes con cica y arándanos,Iroha,Sobre,10 unidades,3.95,Dia,Higiene
Crema de día hidratante con aloe vera y ácido hialurónico,Garnier,Bote,50 ml,10.95,Dia,Higiene
Sérum hidratante con aloe + ácido hialurónico,Garnier,Caja,30 ml,13.95,Dia,Higiene
Serum rellenador con ácido hialurónico  Cellular,Nivea,Bote,30 ml,15.99,Dia,Higiene
Crema facial de noche antiedad intensiva  Cellular,Nivea,Frasco,50 ml,14.99,Dia,Higiene
Crema facial de día antiedad spf 30 Cellular,Nivea,Frasco,50 ml,15.99,Dia,Higiene
Crema de día vitamina C + AHA 24,Olay,Frasco,50 ml,34.95,Dia,Higiene
Sérum antimanchas con vitamina c,Garnier,Bote,30 ml,13.95,Dia,Higiene
Crema de noche retinol 24,Olay,Frasco,50 ml,34.99,Dia,Higiene
Crema de día collagen peptide 24,Olay,Frasco,50 ml,34.99,Dia,Higiene
Bruma facial natural calmante antipolución & detox,Imaqe de Dia,Spray,100 ml,3.2,Dia,Higiene
Sérum facial natural antipolución & detox,Imaqe de Dia,Bote,30 ml,5.9,Dia,Higiene
Mascarilla facial hidratante con aguacate y ácido hialurónico,Iroha,Sobre,1 unidad,2.3,Dia,Higiene
Crema facial noche pro-collagen,Imaqe de Dia,Frasco,50 ml,5.99,Dia,Higiene
Crema facial de noche natural antipolución & detox,Imaqe de Dia,Frasco,50 ml,5.9,Dia,Higiene
Contorno de ojos pro-collagen,Imaqe de Dia,Caja,15 ml,5.0,Dia,Higiene
Serum facial pro-collagen,Imaqe de Dia,Frasco,30 ml,5.99,Dia,Higiene
Mascarilla facial de arcilla con carbón activo,Imaqe de Dia,Tubo,100 ml,3.5,Dia,Higiene
Ampollas faciales vitamina c y ácido tranexámico pack,Imaqe de Dia,Caja,7 x 2 ml,4.25,Dia,Higiene
Mascarilla facial detox tissue,Imaqe de Dia,Sobre,1 unidad,1.75,Dia,Higiene
Mascarilla facial nutritiva tissue,Imaqe de Dia,Sobre,1 unidad,1.75,Dia,Higiene
Mascarilla facial hidratante tissue,Imaqe de Dia,Sobre,1 unidad,1.75,Dia,Higiene
Leche limpiadora calmante,Imaqe de Dia,Bote,250 ml,1.55,Dia,Higiene
Crema facial de día antimanchas spf 50  Cellular,Nivea,Frasco,40 ml,22.69,Dia,Higiene
Serum facial con ácido hialurónico,L'Oréal,Bote,30 ml,23.95,Dia,Higiene
Crema de día anti-edad botology,Diadermine,Frasco,50 ml,10.99,Dia,Higiene
Crema de día antiedad lavanda,Garnier,Frasco,50 ml,8.99,Dia,Higiene
Crema de día hyaluronic 24 + vitamina B5,Olay,Frasco,50 ml,34.99,Dia,Higiene
Mascarilla facial detox carbón,Iroha,Sobre,1 unidad,3.8,Dia,Higiene
Skinsactive mascarilla black tissue efecto detox,Garnier,Sobre,1 unidad,2.99,Dia,Higiene
Tiras faciales purificantes elimina puntos negros,Diadermine,Caja,1 unidad,5.99,Dia,Higiene
Active mascarilla facial hydra bomb,Garnier,Sobre,1 unidad,2.99,Dia,Higiene
Agua micelar piel seca,Nivea,Bote,400 ml,4.79,Dia,Higiene
Agua micelar piel normal,Nivea,Bote,400 ml,4.79,Dia,Higiene
Gel limpiador facial pieles mixtas a grasas  Med de Dia,Bonté,Bote,250 ml,3.89,Dia,Higiene
Serum hidratante alisador antiarrugas,L'Oréal,Frasco,30 ml,10.95,Dia,Higiene
Crema intensiva de día antiarrugas,L'Oréal,Frasco,50 ml,6.95,Dia,Higiene
Crema hidratante de día antiedad con calcio,L'Oréal,Frasco,50 ml,6.95,Dia,Higiene
Crema de día antiarrugas spf 30,Nivea,Frasco,50 ml,11.95,Dia,Higiene
Toallitas desmaquillantes tres en uno piel seca,Nivea,Bolsa,25 unidades,2.59,Dia,Higiene
Crema hidratante antiarrugas +35,L'Oréal,Frasco,50 ml,6.95,Dia,Higiene
Crema de noche antiarrugas intensiva,L'Oréal,Frasco,50 ml,19.95,Dia,Higiene
Cuidado hidratante de día antiarrugas spf 30,L'Oréal,Frasco,50 ml,10.95,Dia,Higiene
Fluido hidratante antiedad,Nivea,Frasco,50 ml,9.95,Dia,Higiene
Crema de noche regeneradora antiedad,Nivea,Frasco,50 ml,12.35,Dia,Higiene
Crema facial hidratante y calmante con agua de rosas,Garnier,Frasco,50 ml,6.95,Dia,Higiene
Crema facial de noche plus antiarrugas,Nivea,Frasco,50 ml,9.49,Dia,Higiene
Mascarilla suave antiarrugas,Nivea,Sobre,15 ml,1.99,Dia,Higiene
Crema de día triple acción antiedad,L'Oréal,Frasco,50 ml,19.95,Dia,Higiene
Crema facial vital,Men Expert,Frasco,50 ml,9.95,Dia,Higiene
Desmaquillador de ojos doble acción,Nivea,Bote,125 ml,5.49,Dia,Higiene
Crema tres en uno purificante exfoliante y matificante,Garnier,Tubo,150 ml,5.99,Dia,Higiene
Crema Regenerist anti-edad intensiva,Olay,Frasco,50 ml,29.99,Dia,Higiene
Crema hidratante protector,Nivea,Caja,75 ml,8.65,Dia,Higiene
Cápsulas antiedad efecto inmediato,Diadermine,Blister,7 unidades,7.49,Dia,Higiene
Crema hidratante día pieles maduras,L'Oréal,Frasco,50 ml,9.95,Dia,Higiene
Crema hidratante noche pieles maduras,L'Oréal,Frasco,50 ml,9.99,Dia,Higiene
Tónico limpiador suave todo tipo de piel,Diadermine,Bote,200 ml,5.49,Dia,Higiene
Leche limpiadora suave todo tipo de piel,Diadermine,Bote,200 ml,5.49,Dia,Higiene
Toallitas desmaquillantes hidratantes pieles,Diadermine,Bolsa,25 unidades,2.99,Dia,Higiene
Desmaquillador ojos,Garnier,Bote,150 ml,4.49,Dia,Higiene
Clásica hidratante diario tono medio,Garnier,Tubo,50 ml,9.99,Dia,Higiene
Crema de noche antiarrugas + firmeza,L'Oréal,Frasco,50 ml,10.95,Dia,Higiene
Gel limpiador facial diario antiespinillas,Clean & Clear,Tubo,150 ml,8.79,Dia,Higiene
Acondicionador Suavidad y Brillo  todo tipo de cabello,Deliplus,Botella,1 L,1.75,Mercadona,Higiene
Acondicionador Repair & Nutrition  cabello seco y dañado,Deliplus,Bote,300 ml,1.4,Mercadona,Higiene
Acondicionador instantáneo Kids,Deliplus,Bote,250 ml,1.7,Mercadona,Higiene
Acondicionador instantáneo Repair & Nutrition  cabello seco y dañado,Deliplus,Botella,400 ml,2.5,Mercadona,Higiene
Acondicionador Repara & Protege,Pantene,Bote,250 ml,3.0,Mercadona,Higiene
Acondicionador Protector Color Vive  cabello teñido o con mechas,Elvive,Bote,250 ml,3.0,Mercadona,Higiene
Acondicionador instantáneo Hydra hyaluronic  cabello de normal a seco,Deliplus,Bote,250 ml,2.0,Mercadona,Higiene
Acondicionador Liso Keratina  cabello encrespado o dañado,TRESemmé,Bote,350 ml,2.95,Mercadona,Higiene
Mascarilla Repair & Nutrition  cabello seco y dañado,Deliplus,Tarro,400 ml,2.15,Mercadona,Higiene
Mascarilla Argan Oil  cabello seco y dañado,Deliplus,Tarro,400 ml,2.6,Mercadona,Higiene
Mascarilla Liss Frizz Control  cabello rebelde,Deliplus,Tarro,400 ml,2.15,Mercadona,Higiene
Mascarilla Curl Perfect  cabello rizado,Deliplus,Tarro,400 ml,2.6,Mercadona,Higiene
Mascarilla Repara & Protege  cabello dañado y seco,Pantene,Tarro,200 ml,2.45,Mercadona,Higiene
Mascarilla Color Intense  cabello teñido o con mechas,Deliplus,Tarro,400 ml,2.3,Mercadona,Higiene
Mascarilla sin aclarado Repair & Nutrition  cabello seco y dañado,Deliplus,Bote,150 ml,3.7,Mercadona,Higiene
Mascarilla Natural  todo tipo de cabello,Deliplus,Tarro,400 ml,2.6,Mercadona,Higiene
Mascarilla sin aclarado Argan Oil  cabello seco y dañado,Deliplus,Bote,150 ml,3.8,Mercadona,Higiene
Mascarilla Protectora Color Vive  cabello teñido o con mechas,Elvive,Tarro,310 ml,4.5,Mercadona,Higiene
Mascarilla Plex Repair  cabello muy dañado,Deliplus,Bote,200 ml,2.9,Mercadona,Higiene
Mascarilla sin aclarado Curl Perfect  cabello rizado,Deliplus,Bote,200 ml,4.0,Mercadona,Higiene
Mascarilla Hydra hyaluronic  cabello de normal a seco,Deliplus,Bote,200 ml,2.3,Mercadona,Higiene
Mascarilla Hidra Hialurónico  cabello deshidratado,Elvive,Tarro,310 ml,4.5,Mercadona,Higiene
"Mascarilla Ultra Platinum  cabello gris, rubio y decolorado",Deliplus,Bote,200 ml,3.95,Mercadona,Higiene
Mascarilla intensiva Liso Keratina 1 Minute Wow!  cabello encrespado o dañado,TRESemmé,Bote,170 ml,2.75,Mercadona,Higiene
Ampollas tratamiento intensivo Repara & Protege  cabello dañado,Pantene,Caja,3 ud. (45 ml),3.75,Mercadona,Higiene
Sérum Anticaída,Deliplus,Bote,100 ml,6.95,Mercadona,Higiene
Sérum Plex Repair  cabello muy dañado,Deliplus,Bote,100 ml,4.0,Mercadona,Higiene
Sérum Liss Frizz Control  iluminador,Deliplus,Bote,200 ml,4.55,Mercadona,Higiene
Sérum oil Curl Perfect  cabello rizado,Deliplus,Bote,100 ml,4.0,Mercadona,Higiene
Tratamiento Anti Frizz  todo tipo de cabello,Deliplus,Spray,200 ml,4.6,Mercadona,Higiene
Jamón serrano  lonchas extrafinas,Incarlopsa,Paquete,120 g,2.45,Mercadona,Charcutería y quesos
Mini taquitos de jamón,Incarlopsa,Paquete,2 paquetes x 90 g,2.65,Mercadona,Charcutería y quesos
