producto,marca,formato,cantidad,precio,supermercado,categoría,id_producto
Refresco Caribe  cero sin gas,Gold Spring,Botella,2 L,1.4,Mercadona,Refrescos,5174
Limonada  light sin gas,Hacendado,Botella,4 botellas x 330 ml,1.5,Mercadona,Refrescos,5175
Turrón de chocolate crujiente,Hacendado,Tableta,250 g,2.1,Mercadona,Refrescos,5176
Turrón blando,Hacendado,Tableta,250 g,2.95,Mercadona,"Miel, caramelos y chocolate",5177
Turrón duro,Hacendado,Tableta,2 ud. (250 g),2.95,Mercadona,"Miel, caramelos y chocolate",5178
Leche entera,Dia Láctea,Brik,6 x 1 l,5.46,Dia,Leche y yogures,5179
Leche semidesnatada,Dia Láctea,Brik,6 x 1 l,4.98,Dia,Leche y yogures,5180
Leche desnatada,Dia Láctea,Brik,6 x 1 l,4.8,Dia,Leche y yogures,5181
Leche entera,Central Lechera Asturiana,Brik,6 x 1 l,6.84,Dia,Leche y yogures,5182
Leche semidesnatada,Central Lechera Asturiana,Brik,6 x 1 l,6.84,Dia,Leche y yogures,5183
Leche desnatada,Central Lechera Asturiana,Brik,6 x 1 l,6.84,Dia,Leche y yogures,5184
Leche entera,Pascual,Brik,6 x 1 l,7.8,Dia,Leche y yogures,5185
Leche semidesnatada sin lactosa,Dia Láctea,Brik,6 x 1 l,5.46,Dia,Leche y yogures,5186
Leche desnatada sin lactosa,Dia Láctea,Brik,6 x 1 l,5.28,Dia,Leche y yogures,5187
Leche semidesnatada,Dia Láctea,Brik,1 l,0.83,Dia,Leche y yogures,5188
Leche entera,Dia Láctea,Brik,1 l,0.91,Dia,Leche y yogures,5189
Leche semidesnatada sin lactosa,Dia Láctea,Brik,1 l,0.91,Dia,Leche y yogures,5190
Leche desnatada,Dia Láctea,Brik,1 l,0.8,Dia,Leche y yogures,5191
Leche entera sin lactosa,Dia Láctea,Brik,6 x 1 l,5.94,Dia,Leche y yogures,5192
Leche semidesnatada,Central Lechera Asturiana,Botella,6 x 2.2 l,14.64,Dia,Leche y yogures,5193
Leche semidesnatada calcio,Dia Láctea,Brik,1 l,0.96,Dia,Leche y yogures,5194
Leche fresca entera,Dia Láctea,Botella,1 l,1.05,Dia,Leche y yogures,5195
Leche entera,Central Lechera Asturiana,Botella,6 x 1.5 l,10.68,Dia,Leche y yogures,5196
Leche desnatada calcio,Dia Láctea,Brik,1 l,0.93,Dia,Leche y yogures,5197
Leche entera mini,Dia Láctea,Brik,3 x 200 ml,0.79,Dia,Leche y yogures,5198
Leche semidesnatada sin lactosa,Central Lechera Asturiana,Brik,6 x 1 l,7.8,Dia,Leche y yogures,5199
Leche desnatada,Central Lechera Asturiana,Botella,6 x 1.5 l,10.68,Dia,Leche y yogures,5200
Leche desnatada,Central Lechera Asturiana,Botella,1.5 l,1.78,Dia,Leche y yogures,5201
Leche entera,Central Lechera Asturiana,Botella,1.5 l,1.78,Dia,Leche y yogures,5202
Leche desnatada,Pascual,Brik,6 x 1 l,7.8,Dia,Leche y yogures,5203
Leche desnatada,Pascual,Brik,1 l,1.3,Dia,Leche y yogures,5204
Leche semidesnatada,Pascual,Brik,6 x 1 l,7.8,Dia,Leche y yogures,5205
Leche semidesnatada,Pascual,Brik,1 l,1.3,Dia,Leche y yogures,5206
Leche entera,Pascual,Brik,1 l,1.3,Dia,Leche y yogures,5207
Bebida láctea crecimiento y desarrollo,Puleva,Brik,1 l,1.89,Dia,Leche y yogures,5208
Leche en polvo,Sveltesse,Lata,600 g,8.4,Dia,Leche y yogures,5209
Leche condensada,La lechera,Lata,740 g,3.99,Dia,Leche y yogures,5210
Bebida láctea folic b,Flora,Brik,1 l,1.83,Dia,Leche y yogures,5211
Leche condensada,La lechera,Lata,370 g,2.69,Dia,Leche y yogures,5212
Leche condensada,Dia Láctea,Lata,1 Kg,3.85,Dia,Leche y yogures,5213
Leche condensada,Dia Láctea,Bote,450 g,2.59,Dia,Leche y yogures,5214
Leche semidesnatada,Central Lechera Asturiana,Botella,6 x 1.5 l,10.68,Dia,Leche y yogures,5215
Leche semidesnatada,Central Lechera Asturiana,Botella,1.5 l,1.78,Dia,Leche y yogures,5216
Leche desnatada omega,Dia Láctea,Brik,3   1 l,1.1,Dia,Leche y yogures,5217
Leche condensada,La lechera,Bote,450 g,3.55,Dia,Leche y yogures,5218
Leche semidesnatada,Lauki,Brik,1 l,1.15,Dia,Leche y yogures,5219
Leche semidesnatada,Celta,Brik,1.5 l,1.49,Dia,Leche y yogures,5220
Leche desnatada omega,Puleva,Brik,3   1 l,1.69,Dia,Leche y yogures,5221
Leche desnatada rica en proteínas,Puleva,Brik,1 l,1.65,Dia,Leche y yogures,5222
Bebida láctea buenas noches,Puleva,Brik,1 l,1.0,Dia,Leche y yogures,5223
Leche semidesnatada,Pascual,Botella,1.5 l,1.79,Dia,Leche y yogures,5224
Leche semidesnatada fibra,Central Lechera Asturiana,Brik,1 l,1.59,Dia,Leche y yogures,5225
Leche entera calcio,Puleva,Brik,1 l,1.6,Dia,Leche y yogures,5226
Leche fresca semidesnatada,Dia Láctea,Botella,1 l,1.04,Dia,Leche y yogures,5227
Leche entera,Pascual,Brik,6 x 200 ml,2.81,Dia,Leche y yogures,5228
Leche desnatada suprema,Central Lechera Asturiana,Brik,1 l,1.51,Dia,Leche y yogures,5229
Leche entera sin lactosa,Central Lechera Asturiana,Brik,1 l,1.3,Dia,Leche y yogures,5230
Leche evaporada sin lactosa,Ideal,Brik,525 g,2.79,Dia,Leche y yogures,5231
Leche entera sin lactosa,Dia Láctea,Brik,1 l,0.99,Dia,Leche y yogures,5232
Leche desnatada calcio,Puleva,Brik,1 l,1.6,Dia,Leche y yogures,5233
Leche semidesnatada calcio,Puleva,Brik,1 l,1.6,Dia,Leche y yogures,5234
Bebida láctea omega,Puleva,Brik,  1 l,1.95,Dia,Leche y yogures,5235
Leche desnatada,Central Lechera Asturiana,Botella,2.2 l,2.44,Dia,Leche y yogures,5236
Leche entera,Lauki,Brik,1 l,1.15,Dia,Leche y yogures,5237
Leche desnatada,Lauki,Brik,1 l,1.15,Dia,Leche y yogures,5238
Leche semidesnatada de cabra,Covap,Brik,1 l,2.09,Dia,Leche y yogures,5239
Leche desnatada sin lactosa,Dia Láctea,Brik,1 l,0.88,Dia,Leche y yogures,5240
Leche entera,Central Lechera Asturiana,Botella,2.2 l,2.44,Dia,Leche y yogures,5241
Leche entera,Celta,Brik,1.5 l,1.49,Dia,Leche y yogures,5242
Leche desnatada,Celta,Brik,1.548 l,1.49,Dia,Leche y yogures,5243
Leche semidesnatada,Central Lechera Asturiana,Brik,1 l,1.14,Dia,Leche y yogures,5244
Leche semidesnatada,Central Lechera Asturiana,Botella,2.2 l,2.44,Dia,Leche y yogures,5245
Leche desnatada sin lactosa,Central Lechera Asturiana,Brik,6 x 1 l,7.8,Dia,Leche y yogures,5246
Leche desnatada sin lactosa,Central Lechera Asturiana,Brik,1 l,1.3,Dia,Leche y yogures,5247
Leche evaporada,Ideal,Brik,525 g,2.29,Dia,Leche y yogures,5248
Leche desnatada,Central Lechera Asturiana,Brik,1 l,1.14,Dia,Leche y yogures,5249
Leche entera,Central Lechera Asturiana,Brik,1 l,1.14,Dia,Leche y yogures,5250
Leche semidesnatada sin lactosa,Central Lechera Asturiana,Brik,1 l,1.3,Dia,Leche y yogures,5251
Leche entera sin lactosa,Pascual,Brik,6 x 1 l,8.58,Dia,Leche y yogures,5252
Leche entera sin lactosa,Pascual,Brik,1 l,1.43,Dia,Leche y yogures,5253
Bebida láctea con cereales crecimiento y desarrollo,Puleva,Brik,1 l,1.89,Dia,Leche y yogures,5254
Bebida láctea omega,Puleva,Brik,1 L  1 l,1.69,Dia,Leche y yogures,5255
Leche desnatada sin lactosa,Pascual,Brik,6 x 1 l,8.58,Dia,Leche y yogures,5256
Leche desnatada sin lactosa,Pascual,Brik,1 l,1.43,Dia,Leche y yogures,5257
Leche semidesnatada sin lactosa,Pascual,Brik,6 x 1 l,8.58,Dia,Leche y yogures,5258
Leche semidesnatada sin lactosa,Pascual,Brik,1 l,1.43,Dia,Leche y yogures,5259
Leche semidesnatada calcio,Pascual,Brik,6 x 1 l,10.38,Dia,Leche y yogures,5260
Leche semidesnatada calcio,Pascual,Brik,1 l,1.73,Dia,Leche y yogures,5261
Leche desnatada calcio,Pascual,Brik,6 x 1 l,10.38,Dia,Leche y yogures,5262
Leche desnatada calcio,Pascual,Brik,1 l,1.73,Dia,Leche y yogures,5263
Arroz redondo,Hacendado,Paquete,1 kg,1.27,Mercadona,Arroz legumbres y pasta,5264
Arroz largo,Hacendado,Paquete,1 kg,1.35,Mercadona,Arroz legumbres y pasta,5265
Arroz cocido basmati,Sabroz,Vasito,2 vasitos x 125 g,1.2,Mercadona,Arroz legumbres y pasta,5266
Arroz cocido integral,Sabroz,Vasito,2 vasitos x 125 g,1.15,Mercadona,Arroz legumbres y pasta,5267
Quinoa cocida blanca y roja,Sabroz,Vasito,2 vasitos x 125 g,1.5,Mercadona,Arroz legumbres y pasta,5268
Arroz cocido redondo,Sabroz,Vasito,2 vasitos x 125 g,1.15,Mercadona,Arroz legumbres y pasta,5269
Arroz redondo J Sendra,Hacendado,Paquete,1 kg,1.54,Mercadona,Arroz legumbres y pasta,5270
Arroz basmati aromático,Hacendado,Paquete,1 kg,2.44,Mercadona,Arroz legumbres y pasta,5271
Cous cous mediano,Bia,Caja,1 kg,1.85,Mercadona,Arroz legumbres y pasta,5272
Arroz vaporizado,Hacendado,Paquete,1 kg,1.54,Mercadona,Arroz legumbres y pasta,5273
Quinoa,Hacendado,Paquete,500 g,2.65,Mercadona,Arroz legumbres y pasta,5274
Noodles de arroz,Acecook,Paquete,200 g,1.5,Mercadona,Arroz legumbres y pasta,5275
Arroz redondo,SOS,Paquete,1 kg,1.8,Mercadona,Arroz legumbres y pasta,5276
Arroz vaporizado,Brillante,Caja,1 kg,1.9,Mercadona,Arroz legumbres y pasta,5277
Arroz integral largo,Hacendado,Paquete,1 kg,1.6,Mercadona,Arroz legumbres y pasta,5278
Arroz redondo,Absorb,Paquete,1 kg,2.35,Mercadona,Arroz legumbres y pasta,5279
Biberón 150 ml tetina silicona flujo lento +0 meses,Deliplus,Biberón,1 ud.,3.3,Mercadona,Higiene,5280
Biberón 360 ml tetina silicona tres posiciones +1 mes,Deliplus,Biberón,1 ud.,3.8,Mercadona,Higiene,5281
Tetina silicona tres posiciones +1 mes,Deliplus,Paquete,2 ud.,2.5,Mercadona,Higiene,5282
Tetina silicona papillas espesas +4 meses,Deliplus,Paquete,2 ud.,2.5,Mercadona,Higiene,5283
Cepillo limpiabiberón y tetina,Deliplus,Paquete,1 ud.,2.5,Mercadona,Higiene,5284
Limpiador bebé para biberones y tetinas,Deliplus,Bote,500 ml,2.9,Mercadona,Higiene,5285
Chupete silicona reversible +0 a 6 meses,Deliplus,Paquete,1 ud.,2.1,Mercadona,Higiene,5286
Chupete silicona reversible +6 a 18 meses  luminiscente,Deliplus,Paquete,1 ud.,2.1,Mercadona,Higiene,5287
Chupete silicona reversible +18 meses,Deliplus,Paquete,1 ud.,2.1,Mercadona,Higiene,5288
Regañás,El molino de Dia,Bolsa,250 g,1.09,Dia,Panadería y pastelería,5289
Regañás con aceite de oliva virgen extra,El molino de Dia,Bolsa,150 g,1.45,Dia,Panadería y pastelería,5290
Pan tostado normal,El molino de Dia,Bolsa,270 g,1.05,Dia,Panadería y pastelería,5291
Pan tostado integral,El molino de Dia,Bolsa,270 g,1.45,Dia,Panadería y pastelería,5292
Biscotes integrales,El molino de Dia,Bolsa,540 g,2.05,Dia,Panadería y pastelería,5293
Picos camperos con aceite de oliva virgen extra,El molino de Dia,Bolsa,200 g,1.35,Dia,Panadería y pastelería,5294
Cóctel de picos,El molino de Dia,Bolsa,250 g,1.25,Dia,Panadería y pastelería,5295
Biscotes,El molino de Dia,Bolsa,540 g,1.95,Dia,Panadería y pastelería,5296
Picos de pan,El molino de Dia,Bolsa,250 g,0.85,Dia,Panadería y pastelería,5297
Palitos de pan con pipas,Naturmundo,Bolsa,90 g,0.79,Dia,Panadería y pastelería,5298
Picos integrales,El molino de Dia,Bolsa,250 g,0.85,Dia,Panadería y pastelería,5299
Panecillos tostados con ajo y perejil,El molino de Dia,Bolsa,160 g,1.19,Dia,Panadería y pastelería,5300
Panecillos tostados con tomate y orégano,El molino de Dia,Bolsa,160 g,1.19,Dia,Panadería y pastelería,5301
Picatostes fritos,El molino de Dia,Bolsa,75 g,0.7,Dia,Panadería y pastelería,5302
Panecillo,El molino de Dia,Bolsa,  225 g,0.85,Dia,Panadería y pastelería,5303
Picos camperos,El molino de Dia,Bolsa,250 g,0.99,Dia,Panadería y pastelería,5304
Panecillos tostados,El molino de Dia,Bolsa,225 g,0.8,Dia,Panadería y pastelería,5305
Rosquillas de pan,El molino de Dia,Bolsa,250 g,0.95,Dia,Panadería y pastelería,5306
Palitos de pan con queso,Naturmundo,Bolsa,90 g,0.79,Dia,Panadería y pastelería,5307
Mini tostas,El molino de Dia,Caja,100 g,1.35,Dia,Panadería y pastelería,5308
Palitos de pan con queso,Snatt's,Bolsa,56 g,1.19,Dia,Panadería y pastelería,5309
Picos artesanos sin gluten,Abuelobread,Bolsa,100 g,1.55,Dia,Panadería y pastelería,5310
Surtido de picos y regañás,Horno el antequerano,Bolsa,150 g,1.59,Dia,Panadería y pastelería,5311
Bocaditos de tomate y orégano,Snatt's,Bolsa,110 g,1.49,Dia,Panadería y pastelería,5312
Bocaditos sabor jamón y tomate,Snatt's,Bolsa,110 g,1.49,Dia,Panadería y pastelería,5313
Pan tostado original,Wasa,Paquete,205 g,2.49,Dia,Panadería y pastelería,5314
Pan chapata rústica,Recondo,Caja,180 g,2.45,Dia,Panadería y pastelería,5315
Mini biscotes,El molino de Dia,Bolsa,240 g,1.65,Dia,Panadería y pastelería,5316
Pan tostado con sésamo,Wasa,Paquete,200 g,2.59,Dia,Panadería y pastelería,5317
Picos de Antequera,El molino de Dia,Bolsa,150 g,1.69,Dia,Panadería y pastelería,5318
Piquitos bajo contenido en sal,El molino de Dia,Bolsa,180 g,0.97,Dia,Panadería y pastelería,5319
Picos rústicos con aceite de oliva,El molino de Dia,Bolsa,130 g,1.59,Dia,Panadería y pastelería,5320
Colines sin gluten,Proceli,Bolsa,150 g,2.39,Dia,Panadería y pastelería,5321
Picos artesanos de jerez,Horno la gañania,Bolsa,400 g,2.05,Dia,Panadería y pastelería,5322
Picos reventaos,El molino de Dia,Bolsa,250 g,1.05,Dia,Panadería y pastelería,5323
Palitos de trigo con olivas y sésamo,Snatt's,Bolsa,60 g,1.19,Dia,Panadería y pastelería,5324
Grissinis finos,Selección Mundial,Bolsa,250 g,1.99,Dia,Panadería y pastelería,5325
Pan tostado hogaza rústica,Recondo,Caja,240 g,2.39,Dia,Panadería y pastelería,5326
Crackers tradicionales,Recondo,Caja,250 g,2.39,Dia,Panadería y pastelería,5327
Picos integrales con aceite de oliva,El molino de Dia,Bolsa,200 g,1.29,Dia,Panadería y pastelería,5328
Mini biscotes con pasas,El molino de Dia,Bolsa,110 g,1.19,Dia,Panadería y pastelería,5329
Picatostes tostados,El molino de Dia,Bolsa,90 g,0.8,Dia,Panadería y pastelería,5330
Picos sin gluten,Panceliac,Bolsa,100 g,1.69,Dia,Panadería y pastelería,5331
Biscotes sin gluten,Proceli,Caja,150 g,3.39,Dia,Panadería y pastelería,5332
Pan avena,Wasa,Paquete,280 g,2.59,Dia,Panadería y pastelería,5333
Picos integrales,Quely,Bolsa,225 g,1.07,Dia,Panadería y pastelería,5334
Hogaza de pan nueve cereales y semillas,Recondo,Caja,240 g,2.39,Dia,Panadería y pastelería,5335
Quelitas crujientes,Quely,Bolsa,200 g,1.55,Dia,Panadería y pastelería,5336
Palitos de pan con pipas,Snatt's,Bolsa,62 g,1.19,Dia,Panadería y pastelería,5337
Palitos de pan con pipas,Velarte,Bolsa,80 g,1.05,Dia,Panadería y pastelería,5338
Gel corporal infantil,Deliplus,Bote,600 ml,2.3,Mercadona,Higiene,5339
Champú infantil,Deliplus,Bote,600 ml,2.7,Mercadona,Higiene,5340
Gel - champú bebé para pieles atópicas,Deliplus,Bote,600 ml,3.7,Mercadona,Higiene,5341
Pomada del pañal sin perfume,Deliplus,Tubo,100 ml,2.75,Mercadona,Higiene,5342
Aceite corporal bebé con aloe vera,Johnson's,Botella,500 ml,3.7,Mercadona,Higiene,5343
Loción corporal infantil hidratante,Deliplus,Bote,600 ml,3.65,Mercadona,Higiene,5344
Bálsamo facial corporal infantil pieles atópicas,Deliplus,Bote,200 ml,4.4,Mercadona,Higiene,5345
Agua de colonia bebé,Nenuco,Botella,500 ml,2.85,Mercadona,Higiene,5346
Agua de colonia fresca infantil  con notas cítricas,Deliplus,Bote,600 ml,1.8,Mercadona,Higiene,5347
Agua perfumada bebé con notas florales,Deliplus,Bote,100 ml,3.2,Mercadona,Higiene,5348
"Solución fisiológica salina 0,9 %",Deliplus,Caja,30 ud.,3.23,Mercadona,Higiene,5349
Gasas para bebé no tejidas,Deliplus,Paquete,100 ud.,1.97,Mercadona,Higiene,5350
Esponja anatómica para bebés,Deliplus,Paquete,1 ud.,0.9,Mercadona,Higiene,5351
Aspirador nasal anatómico +0 meses,Deliplus,Paquete,1 ud.,5.5,Mercadona,Higiene,5352
Recambios recarga aspirador nasal anatómico,Deliplus,Paquete,10 ud.,4.2,Mercadona,Higiene,5353
Polvos de talco,Deliplus,Bote,200 g,1.7,Mercadona,Higiene,5354
Bastoncillos algodón para bebés,Deliplus,Caja,60 ud.,1.05,Mercadona,Higiene,5355
Sardinillas en aceite de oliva,Mari Marinera,Lata,2 x 62 g,1.99,Dia,"Conservas, caldos y cremas",5356
Sardinas en aceite de oliva,Mari Marinera,Lata,85 g,0.99,Dia,"Conservas, caldos y cremas",5357
Sardinillas en aceite de girasol,Mari Marinera,Lata,2 x 65 g,1.69,Dia,"Conservas, caldos y cremas",5358
Sardinillas en aceite de oliva bajo en sal,Mari Marinera,Lata,2 x 65 g,2.05,Dia,"Conservas, caldos y cremas",5359
Sardinas en aceite de oliva,Albo,Lata,85 g,2.15,Dia,"Conservas, caldos y cremas",5360
Sardinillas en aceite de oliva bajo en sal,Calvo,Lata,60 g,1.75,Dia,"Conservas, caldos y cremas",5361
Sardinillas en tomate,Mari Marinera,Lata,62 g,0.89,Dia,"Conservas, caldos y cremas",5362
Sardinas en aceite de girasol,Mari Marinera,Lata,85 g,0.85,Dia,"Conservas, caldos y cremas",5363
Sardinillas en escabeche,Mari Marinera,Lata,65 g,0.89,Dia,"Conservas, caldos y cremas",5364
Sardinillas en aceite picante,Mari Marinera,Lata,62 g,0.89,Dia,"Conservas, caldos y cremas",5365
Sardinas en tomate,Mari Marinera,Lata,85 g,0.85,Dia,"Conservas, caldos y cremas",5366
Sardinas en tomate,Ribeira,Lata,55 g,1.0,Dia,"Conservas, caldos y cremas",5367
Sardinas picantonas,Albo,Lata,85 g,2.15,Dia,"Conservas, caldos y cremas",5368
Sardinillas en aceite picante,Ribeira,Lata,60 g,1.0,Dia,"Conservas, caldos y cremas",5369
Sardinillas al limón,Mari Marinera,Lata,65 g,0.89,Dia,"Conservas, caldos y cremas",5370
Sardinillas en aceite de oliva,Mari Marinera,Lata,81 g,2.2,Dia,"Conservas, caldos y cremas",5371
Sardinas en aceite vegetal,Ribeira,Lata,85 g,1.0,Dia,"Conservas, caldos y cremas",5372
Sardinas baja en sal en aceite de oliva,Calvo,Lata,84 g,1.75,Dia,"Conservas, caldos y cremas",5373
Sardinilla aceite oliva,Cuca,Lata,63 g,2.49,Dia,"Conservas, caldos y cremas",5374
Sardinas en escabeche,Minerva,Lata,85 g,2.39,Dia,"Conservas, caldos y cremas",5375
Sardinas en aceite de oliva picante,Minerva,Lata,85 g,2.39,Dia,"Conservas, caldos y cremas",5376
Sardinas en aceite de oliva eco,Minerva,Lata,85 g,2.39,Dia,"Conservas, caldos y cremas",5377
Filetes de sardina en aceite de oliva,Minerva,Lata,85 g,3.49,Dia,"Conservas, caldos y cremas",5378
Sardinillas en aceite de oliva,Cabo de Peñas,Lata,62 g,1.55,Dia,"Conservas, caldos y cremas",5379
Sardinas en aceite de oliva eco,Rianxeira,Lata,57 g,1.75,Dia,"Conservas, caldos y cremas",5380
Sardinillas en aceite de oliva,Albo,Lata,8/12 piezas   82 g,2.45,Dia,"Conservas, caldos y cremas",5381
Sardinas en aceite de oliva,Cuca,Lata,85 g,2.55,Dia,"Conservas, caldos y cremas",5382
Manzanilla con anís,Tetería,Caja,40 unidades,1.75,Dia,Café e infusiones,5383
Manzanilla ,Tetería,Caja,25 unidades,0.7,Dia,Café e infusiones,5384
Infusión poleo menta,Tetería,Caja,25 unidades,0.9,Dia,Café e infusiones,5385
Infusión de jengibre con limón,Tetería,Caja,25 unidades,1.4,Dia,Café e infusiones,5386
Infusión buenas noches,Tetería,Caja,25 unidades,1.25,Dia,Café e infusiones,5387
Té negro sabor vainilla y caramelo,Tetería,Caja,24 g,1.89,Dia,Café e infusiones,5388
Té verde con hierbabuena,Tetería,Caja,25 unidades,1.55,Dia,Café e infusiones,5389
Infusión digestiva,Tetería,Caja,25 unidades,1.25,Dia,Café e infusiones,5390
Té rojo aromatizado,Tetería,Caja,25 unidades,1.25,Dia,Café e infusiones,5391
Té negro,Tetería,Caja,25 unidades,0.9,Dia,Café e infusiones,5392
Té verde,Tetería,Caja,25 unidades,1.1,Dia,Café e infusiones,5393
Frutos rojos con hibisco,Tetería,Caja,24 g,1.89,Dia,Café e infusiones,5394
Infusión relax,Tetería,Caja,25 unidades,1.25,Dia,Café e infusiones,5395
Infusión de cúrcuma con té matcha,Hornimans,Caja,20 unidades,2.79,Dia,Café e infusiones,5396
Infusión quema-grasa,Pompadour,Caja,20 unidades,2.79,Dia,Café e infusiones,5397
Infusión tila,Tetería,Caja,25 unidades,1.1,Dia,Café e infusiones,5398
Infusión manzanilla con y anís,Hornimans,Caja,25 unidades,1.99,Dia,Café e infusiones,5399
Infusión frutal frambuesa y rooibos,Hornimans,Caja,20 unidades,2.79,Dia,Café e infusiones,5400
Infusión con probióticos y manzanilla,Pompadour,Caja,15 unidades,2.95,Dia,Café e infusiones,5401
Té classic,Hornimans,Caja,40 unidades,2.99,Dia,Café e infusiones,5402
Infusión duerme bien,Pompadour,Caja,20 unidades,2.79,Dia,Café e infusiones,5403
Infusión tranquilidad,Compañía de las Indias,Caja,20 unidades,2.25,Dia,Café e infusiones,5404
Té rojo con anís y un toque de ciruela,Hornimans,Caja,20 unidades,2.79,Dia,Café e infusiones,5405
Té verde a la menta,Hornimans,Caja,20 unidades,2.79,Dia,Café e infusiones,5406
Infusión de melatonina y pasiflora,Pompadour,Caja,15 unidades,2.95,Dia,Café e infusiones,5407
Infusión de propóleo y equinácea,Pompadour,Caja,15 unidades,2.95,Dia,Café e infusiones,5408
Infusión con probióticos y jengibre,Pompadour,Caja,15 unidades,2.95,Dia,Café e infusiones,5409
Infusión de frutos rojos agua fría,Pompadour,Caja,20 unidades,2.75,Dia,Café e infusiones,5410
Infusión sport con magnesio agua fría,Pompadour,Caja,20 unidades,2.75,Dia,Café e infusiones,5411
Té verde con hierbabuena agua fría,Pompadour,Caja,20 unidades,2.75,Dia,Café e infusiones,5412
Té negro con limón agua fría,Pompadour,Caja,20 unidades,2.75,Dia,Café e infusiones,5413
Infusión elimina gases,Susaron,Caja,10 unidades,1.95,Dia,Café e infusiones,5414
Infusión de jengibre y limón,Hornimans,Caja,15 unidades,2.79,Dia,Café e infusiones,5415
Infusión de jengibre y arándanos,Hornimans,Caja,15 unidades,2.79,Dia,Café e infusiones,5416
Infusión de jengibre y naranja,Hornimans,Caja,15 unidades,2.79,Dia,Café e infusiones,5417
"Infusión de maca con jengibre, canela y naranja",Hornimans,Caja,20 unidades,2.79,Dia,Café e infusiones,5418
Infusión delgaxan fibra,Pompadour,Caja,20 unidades,2.79,Dia,Café e infusiones,5419
Rooibos y pétalos de girasol,Tetería,Caja,24 g,1.89,Dia,Café e infusiones,5420
Té verde kombucha con jengibre y limón,Hornimans,Caja,20 unidades,2.79,Dia,Café e infusiones,5421
Infusión de arándanos,Hornimans,Caja,20 unidades,2.79,Dia,Café e infusiones,5422
Infusión infu relax,Hornimans,Caja,20 unidades,2.79,Dia,Café e infusiones,5423
Infusión tila,Hornimans,Caja,40 unidades,2.99,Dia,Café e infusiones,5424
Infusión poleo menta,Hornimans,Caja,40 unidades,2.99,Dia,Café e infusiones,5425
Infusión manzanilla,Hornimans,Caja,40 unidades,2.99,Dia,Café e infusiones,5426
Infusión jengibre con y limón,Pompadour,Caja,20 unidades,2.79,Dia,Café e infusiones,5427
Infusión manzanilla con miel,Hornimans,Caja,25 unidades,1.99,Dia,Café e infusiones,5428
Té verde con jengibre y naranja,Pompadour,Caja,20 unidades,2.79,Dia,Café e infusiones,5429
Infusión cola de caballo,Pompadour,Caja,20 unidades,2.79,Dia,Café e infusiones,5430
Té verde extra puro,Hornimans,Caja,20 unidades,2.79,Dia,Café e infusiones,5431
Infusión digestive,Pompadour,Caja,20 unidades,2.79,Dia,Café e infusiones,5432
Infusión laxsana sabor ciruela,Susaron,Caja,20 unidades,2.99,Dia,Café e infusiones,5433
Té slim con té matcha,Hornimans,Caja,20 unidades,2.79,Dia,Café e infusiones,5434
Infu sueños,Hornimans,Caja,20 unidades,2.79,Dia,Café e infusiones,5435
Puré de patatas,Patatas Unidas,Caja,500 g,1.95,Dia,Pizzas y platos preparados,5436
Sopa de cebolla,Knorr,Sobre,54 g,0.79,Dia,Pizzas y platos preparados,5437
Pastillas de caldo de pollo  Avecrem,Gallina Blanca,Caja,24 unidades,2.95,Dia,Pizzas y platos preparados,5438
Caldo de carne,Knorr,Caja,18 unidades,1.99,Dia,Pizzas y platos preparados,5439
Pastillas de caldo de pollo  Avecrem,Gallina Blanca,Caja,8 unidades,1.0,Dia,Pizzas y platos preparados,5440
Caldo de pollo,Al Punto,Caja,24 unidades,1.5,Dia,Pizzas y platos preparados,5441
Sopa de pollo con fideos,Al Punto,Sobre,71 g,0.44,Dia,Pizzas y platos preparados,5442
Sopa de pollo con fideos,Gallina Blanca,Sobre,71 g,0.85,Dia,Pizzas y platos preparados,5443
Sopa maravilla,Al Punto,Sobre,90 g,0.55,Dia,Pizzas y platos preparados,5444
Caldo de verduras,Al Punto,Caja,12 unidades,0.85,Dia,Pizzas y platos preparados,5445
Sopa de ternera con estrellitas,Gallina Blanca,Sobre,74 g,0.85,Dia,Pizzas y platos preparados,5446
Caldo sabor a carne,Al Punto,Caja,24 unidades,1.75,Dia,Pizzas y platos preparados,5447
Sopa de pollo con maravilla,Gallina Blanca,Sobre,85 g,0.85,Dia,Pizzas y platos preparados,5448
Noodles orientales sabor pollo,Dia,Vaso,65 g,0.85,Dia,Pizzas y platos preparados,5449
Sopa de verduras,Gallina Blanca,Sobre,51 g,0.85,Dia,Pizzas y platos preparados,5450
Sopa de cebolla,Knorr,Sobre,54 g,0.79,Dia,Pizzas y platos preparados,5451
Sopa de ave con fideos,Gallina Blanca,Sobre,76 g,0.85,Dia,Pizzas y platos preparados,5452
Noodles sabor gamba Al punto,Marca no encontrada,Sobre,85 g,0.95,Dia,Pizzas y platos preparados,5453
Crema de pollo con picatostes  Sopinstant,Gallina Blanca,Caja,63 g,1.49,Dia,Pizzas y platos preparados,5454
Fideos orientales yakisoba  Yatekomo,Gallina Blanca,Vaso,93 g,1.95,Dia,Pizzas y platos preparados,5455
Hierbas provenzales,Maggi,Sobre,34 g,1.15,Dia,Pizzas y platos preparados,5456
Puré de patatas con leche,Maggi,Caja,230 g,2.59,Dia,Pizzas y platos preparados,5457
Puré de patatas,Maggi,Caja,230 g,2.39,Dia,Pizzas y platos preparados,5458
