producto,marca,formato,cantidad,precio,supermercado,categoría,id_producto
Caldo vegetal,Knorr,Caja,12 unidades,1.69,Dia,Pizzas y platos preparados,5459
Caldo de pescado,Al Punto,Caja,12 unidades,0.85,Dia,Pizzas y platos preparados,5460
Sopa minestrina Frozen,Knorr,Bolsa,40 g,0.99,Dia,Pizzas y platos preparados,5461
Caldo de carne  Avecrem,Gallina Blanca,Caja,20 unidades,1.89,Dia,Pizzas y platos preparados,5462
Fideos orientales yakisoba  Yatekomo,Gallina Blanca,Bolsa,93 g,1.59,Dia,Pizzas y platos preparados,5463
Fideos orientales yakisoba pollo  Yatekomo,Gallina Blanca,Bolsa,93 g,1.59,Dia,Pizzas y platos preparados,5464
Noodles orientales sabor verduras,Dia,Vaso,65 g,0.85,Dia,Pizzas y platos preparados,5465
Fideos orientales yakisoba pollo  Yatekomo,Gallina Blanca,Vaso,93 g,1.95,Dia,Pizzas y platos preparados,5466
Caldo de pescado,Knorr,Caja,12 unidades,1.69,Dia,Pizzas y platos preparados,5467
Crema de espárragos  Sopinstant,Gallina Blanca,Caja,57 g,1.49,Dia,Pizzas y platos preparados,5468
Sopa jardinera,Gallina Blanca,Sobre,77 g,0.85,Dia,Pizzas y platos preparados,5469
Sopa de cocido con fideos,Gallina Blanca,Sobre,72 g,0.85,Dia,Pizzas y platos preparados,5470
Pasta oriental fusian sabor pollo,Maggi,Sobre,71 g,0.9,Dia,Pizzas y platos preparados,5471
Sopa de verduras con picatostes  Sopinstant,Gallina Blanca,Caja,51 g,1.49,Dia,Pizzas y platos preparados,5472
Crema de champiñones,Knorr,Sobre,62 g,0.99,Dia,Pizzas y platos preparados,5473
Pasta oriental yakisoba classic,Fusian,Sobre,120 g,1.99,Dia,Pizzas y platos preparados,5474
Sopa de pollo con fideos finos bajo en sal,Gallina Blanca,Sobre,68 g,0.85,Dia,Pizzas y platos preparados,5475
Orégano,Hacendado,Bote,25 g,0.95,Mercadona,"Aceite, vinagre, especias y salsas",5476
Perejil,Hacendado,Bote,18 g,0.9,Mercadona,"Aceite, vinagre, especias y salsas",5477
Hoja de laurel,Hacendado,Paquete,12 g,0.8,Mercadona,"Aceite, vinagre, especias y salsas",5478
Hierbas provenzales,Hacendado,Bote,25 g,1.2,Mercadona,"Aceite, vinagre, especias y salsas",5479
Albahaca,Hacendado,Bote,20 g,1.25,Mercadona,"Aceite, vinagre, especias y salsas",5480
Romero,Hacendado,Bote,40 g,1.35,Mercadona,"Aceite, vinagre, especias y salsas",5481
Tomillo,Hacendado,Bote,24 g,1.05,Mercadona,"Aceite, vinagre, especias y salsas",5482
Eneldo,Hacendado,Bote,18 g,1.85,Mercadona,"Aceite, vinagre, especias y salsas",5483
Cilantro,Hacendado,Bote,12 g,1.85,Mercadona,"Aceite, vinagre, especias y salsas",5484
Ajo y Perejil,Hacendado,Bote,74 g,1.35,Mercadona,"Aceite, vinagre, especias y salsas",5485
Colorante alimentario,Hacendado,Bote,85 g,0.9,Mercadona,"Aceite, vinagre, especias y salsas",5486
Pimentón dulce de la Vera,Hacendado,Bote,75 g,1.75,Mercadona,"Aceite, vinagre, especias y salsas",5487
Azafrán molido,Hacendado,Paquete,"4 sobres (0,4 g)",1.75,Mercadona,"Aceite, vinagre, especias y salsas",5488
Azafrán hebra,Hacendado,Paquete,"3 usos (0,38 g)",1.7,Mercadona,"Aceite, vinagre, especias y salsas",5489
Pimentón picante,Hacendado,Bote,60 g,1.35,Mercadona,"Aceite, vinagre, especias y salsas",5490
Pimentón dulce,Hacendado,Bote,75 g,1.3,Mercadona,"Aceite, vinagre, especias y salsas",5491
Pimienta negra molida,Hacendado,Bote,70 g,1.05,Mercadona,"Aceite, vinagre, especias y salsas",5492
Molinillo pimienta negra,Hacendado,Bote,65 g,1.65,Mercadona,"Aceite, vinagre, especias y salsas",5493
Pimienta negra en grano,Hacendado,Bote,70 g,1.45,Mercadona,"Aceite, vinagre, especias y salsas",5494
Molinillo mix pimientas,Hacendado,Bote,50 g,1.85,Mercadona,"Aceite, vinagre, especias y salsas",5495
Pimienta blanca molida,Hacendado,Bote,70 g,2.15,Mercadona,"Aceite, vinagre, especias y salsas",5496
Ajo granulado,Hacendado,Bote,115 g,1.1,Mercadona,"Aceite, vinagre, especias y salsas",5497
Cebolla frita crujiente,Hacendado,Bote,150 g,1.15,Mercadona,"Aceite, vinagre, especias y salsas",5498
Canela molida,Hacendado,Bote,52 g,0.95,Mercadona,"Aceite, vinagre, especias y salsas",5499
Canela en rama,Hacendado,Bote,19 g,1.45,Mercadona,"Aceite, vinagre, especias y salsas",5500
Comino molido,Hacendado,Bote,58 g,1.2,Mercadona,"Aceite, vinagre, especias y salsas",5501
Comino en grano,Hacendado,Bote,56 g,1.95,Mercadona,"Aceite, vinagre, especias y salsas",5502
Curry,Hacendado,Bote,57 g,1.15,Mercadona,"Aceite, vinagre, especias y salsas",5503
Nuez moscada molida,Hacendado,Bote,58 g,1.65,Mercadona,"Aceite, vinagre, especias y salsas",5504
Cebolla en polvo,Hacendado,Bote,60 g,0.96,Mercadona,"Aceite, vinagre, especias y salsas",5505
Cayena guindillas,Hacendado,Bote,27 g,1.3,Mercadona,"Aceite, vinagre, especias y salsas",5506
Cayena molida,Hacendado,Bote,55 g,1.59,Mercadona,"Aceite, vinagre, especias y salsas",5507
Cúrcuma,Hacendado,Bote,60 g,1.25,Mercadona,"Aceite, vinagre, especias y salsas",5508
Jengibre molido,Hacendado,Bote,49 g,1.65,Mercadona,"Aceite, vinagre, especias y salsas",5509
Sal de ajo,Hacendado,Bote,130 g,1.8,Mercadona,"Aceite, vinagre, especias y salsas",5510
Clavo en grano,Hacendado,Bote,42 g,1.75,Mercadona,"Aceite, vinagre, especias y salsas",5511
Piñones,Hacendado,Bote,70 g,2.84,Mercadona,"Aceite, vinagre, especias y salsas",5512
Sazonador para fajitas  sabor tex-mex,Hacendado,Sobre,17 g,0.85,Mercadona,"Aceite, vinagre, especias y salsas",5513
Sazonador ajo y limón  para carne y pescado,Hacendado,Sobre,30 g,1.05,Mercadona,"Aceite, vinagre, especias y salsas",5514
Sazonador hierbas provenzales  para pollo y costillas,Hacendado,Sobre,24 g,1.0,Mercadona,"Aceite, vinagre, especias y salsas",5515
Sazonador sabor barbacoa  para carne,Hacendado,Sobre,57 g,1.35,Mercadona,"Aceite, vinagre, especias y salsas",5516
Preparado para paella con azafrán,Hacendado,Bote,76 g,1.85,Mercadona,"Aceite, vinagre, especias y salsas",5517
Sazonador para paella con azafrán,Hacendado,Caja,5 sobres (20 g),1.45,Mercadona,"Aceite, vinagre, especias y salsas",5518
Sazonador para burritos,Hacendado,Sobre,40 g,1.3,Mercadona,"Aceite, vinagre, especias y salsas",5519
Sazonador pollo y carne,Hacendado,Bote,76 g,1.5,Mercadona,"Aceite, vinagre, especias y salsas",5520
Sazonador pasta,Hacendado,Bote,45 g,1.6,Mercadona,"Aceite, vinagre, especias y salsas",5521
"Sazonador sabor queso y bacon  para patatas, snacks, carnes y salsas",Hacendado,Sobre,"2 sobres x 4,5 g",0.85,Mercadona,"Aceite, vinagre, especias y salsas",5522
Bebida de avena con calcio,Vegedia,Brik,1 l,0.99,Dia,Leche y yogures,5523
Bebida de almendras sin azúcar,Alpro,Brik,1 l,1.99,Dia,Leche y yogures,5524
Bebida de avena,Vegedia,Brik,1 l,0.99,Dia,Leche y yogures,5525
Bebida de avena sin azúcar,Alpro,Brik,1 l,1.99,Dia,Leche y yogures,5526
Bebida de almendras,Vegedia,Brik,  1 l,1.35,Dia,Leche y yogures,5527
Bebida de avena,Vegedia,Brik,  1 l,0.89,Dia,Leche y yogures,5528
Bebida de soja con calcio,Vegedia,Brik,1 l,0.89,Dia,Leche y yogures,5529
Bebida de soja,Vegedia,Brik,  1 l,0.89,Dia,Leche y yogures,5530
Bebida de soja  Vital,Dia,Brik,1 l,0.7,Dia,Leche y yogures,5531
Bebida de arroz,Vegedia,Brik,1 l,0.99,Dia,Leche y yogures,5532
Bebida de almendras,Alpro,Brik,1 l,1.99,Dia,Leche y yogures,5533
Bebida de avena sin azúcar,Alpro,Brik,1 l,1.99,Dia,Leche y yogures,5534
Bebida de avena,Yosoy,Brik,1 l,1.59,Dia,Leche y yogures,5535
Bebida de almendras sin azúcar,Alpro,Brik,1 l,1.99,Dia,Leche y yogures,5536
Bebida de soja  Vivesoy,Pascual,Brik,1 l,1.89,Dia,Leche y yogures,5537
Bebida de avena  Vivesoy,Pascual,Brik,1 l,1.89,Dia,Leche y yogures,5538
Bebida de avena,Alpro,Brik,1 l,1.99,Dia,Leche y yogures,5539
Bebida de soja ligera,Alpro,Brik,1 l,1.99,Dia,Leche y yogures,5540
Bebida de soja ligera sin azúcar  Vivesoy,Pascual,Brik,1 l,1.99,Dia,Leche y yogures,5541
Agua mineral grande,Font Natura,Garrafa,8 L,0.89,Mercadona,Agua,5542
Agua mineral grande,Font Natura,Garrafa,6 L,0.78,Mercadona,Agua,5543
Agua mineral grande,Font Natura,Botella,"6 botellas x 1,5 L",1.5,Mercadona,Agua,5544
Agua mineral grande,Font Natura,Botella,"1,5 L",0.25,Mercadona,Agua,5545
Agua mineral mediana,Font Natura,Botella,6 botellas x 1 L,2.4,Mercadona,Agua,5546
Agua mineral mediana,Font Natura,Botella,1 L,0.4,Mercadona,Agua,5547
Agua mineral grande,Fuente Dehesa,Garrafa,6 L,1.26,Mercadona,Agua,5548
Agua mineral grande,Fuente Dehesa,Botella,"6 botellas x 1,5 L",2.34,Mercadona,Agua,5549
Agua mineral grande,Fuente Dehesa,Botella,"1,5 L",0.39,Mercadona,Agua,5550
Agua mineral mediana,Fuente Dehesa,Botella,6 botellas x 1 L,3.0,Mercadona,Agua,5551
Agua mineral mediana,Fuente Dehesa,Botella,1 L,0.5,Mercadona,Agua,5552
Agua mineral pequeña,Fuente Dehesa,Botella,6 botellas x 500 ml,1.62,Mercadona,Agua,5553
Agua mineral pequeña,Fuente Dehesa,Botella,500 ml,0.27,Mercadona,Agua,5554
Agua mineral pequeña  tapón infantil,Fuente Dehesa,Botella,6 botellas x 330 ml,2.28,Mercadona,Agua,5555
Agua mineral pequeña  tapón infantil,Fuente Dehesa,Botella,330 ml,0.38,Mercadona,Agua,5556
Agua mineral grande,Nestlé Aquarel,Botella,"6 botellas x 1,5 L",3.54,Mercadona,Agua,5557
Agua mineral grande,Nestlé Aquarel,Botella,"1,5 L",0.59,Mercadona,Agua,5558
Agua mineral grande,Font Vella,Botella,"6 botellas x 1,5 L",4.2,Mercadona,Agua,5559
Agua mineral grande,Font Vella,Botella,"1,5 L",0.73,Mercadona,Agua,5560
Agua mineral grande,Solán de Cabras,Botella,"6 botellas x 1,5 L",5.34,Mercadona,Agua,5561
Agua mineral grande,Solán de Cabras,Botella,"1,5 L",0.89,Mercadona,Agua,5562
Agua mineral grande,Lanjarón,Garrafa,"6,25 L",2.29,Mercadona,Agua,5563
Agua mineral grande,Lanjarón,Botella,"6 botellas x 1,5 L",4.2,Mercadona,Agua,5564
Agua mineral grande,Lanjarón,Botella,"1,5 L",0.73,Mercadona,Agua,5565
Agua mineral grande,Liviana,Botella,6 botellas x 2 L,4.8,Mercadona,Agua,5566
Agua mineral grande,Liviana,Botella,2 L,0.8,Mercadona,Agua,5567
Agua mineral grande,Neval,Botella,"6 botellas x 1,5 L",1.5,Mercadona,Agua,5568
Agua mineral grande,Neval,Botella,"1,5 L",0.25,Mercadona,Agua,5569
Agua mineral pequeña  tapón infantil,Neval,Botella,6 botellas x 330 ml,1.44,Mercadona,Agua,5570
Agua mineral pequeña  tapón infantil,Neval,Botella,330 ml,0.24,Mercadona,Agua,5571
Agua de coco  100% natural,Chaokoh,Brick,1 L,2.6,Mercadona,Agua,5572
Agua mineral pequeña,Font Natura,Botella,6 botellas x 500 ml,1.32,Mercadona,Agua,5573
Agua mineral pequeña,Font Natura,Botella,500 ml,0.22,Mercadona,Agua,5574
Agua mineral con gas grande,Vichy Catalan,Botella,1 L,1.49,Mercadona,Agua,5575
Agua mineral con gas pequeña,Vichy Catalan,Botella,6 botellas x 300 ml,5.89,Mercadona,Agua,5576
Agua de soda con sifón,La Casa,Botella,"1,5 L",1.6,Mercadona,Agua,5577
Agua mineral con gas grande,Fonter,Botella,6 botellas x 1 L,6.84,Mercadona,Agua,5578
Agua mineral con gas grande,Fonter,Botella,1 L,1.14,Mercadona,Agua,5579
Agua mineral con gas grande,Aguadoy,Botella,"6 botellas x 1,5 L",2.46,Mercadona,Agua,5580
Agua mineral con gas grande,Aguadoy,Botella,"1,5 L",0.41,Mercadona,Agua,5581
Agua mineral con gas pequeña,Aguadoy,Botella,6 botellas x 500 ml,1.62,Mercadona,Agua,5582
Agua mineral con gas pequeña,Aguadoy,Botella,500 ml,0.27,Mercadona,Agua,5583
Gaseosa  grande,Hacendado,Botella,"1,5 L",0.5,Mercadona,Agua,5584
Gaseosa  pequeña,Hacendado,Botella,6 botellas x 500 ml,1.92,Mercadona,Agua,5585
Gaseosa  pequeña,Hacendado,Botella,500 ml,0.32,Mercadona,Agua,5586
Gaseosa  grande,La Casera,Botella,"2 botellas x 1,5 L",2.36,Mercadona,Agua,5587
Gaseosa  grande,La Casera,Botella,"1,5 L",1.2,Mercadona,Agua,5588
Bebida isotónica limón,Aquarius,Botella,"1,5 L",1.99,Mercadona,Refrescos,5589
Bebida isotónica limón,Aquarius,Lata,8 latas x 330 ml,6.8,Mercadona,Refrescos,5590
Bebida isotónica limón,Aquarius,Lata,330 ml,0.89,Mercadona,Refrescos,5591
Bebida isotónica sabor cítrico,Iso drink,Botella,"1,5 L",1.0,Mercadona,Refrescos,5592
Bebida isotónica sabor cítrico,Iso drink,Lata,6 latas x 330 ml,2.7,Mercadona,Refrescos,5593
Bebida isotónica sabor cítrico,Iso drink,Lata,330 ml,0.45,Mercadona,Refrescos,5594
Bebida isotónica naranja,Aquarius,Botella,"1,5 L",1.99,Mercadona,Refrescos,5595
Bebida isotónica naranja,Aquarius,Lata,8 latas x 330 ml,6.8,Mercadona,Refrescos,5596
Bebida isotónica naranja,Aquarius,Lata,330 ml,0.89,Mercadona,Refrescos,5597
Bebida isotónica limón  zero azúcar,Aquarius,Botella,"1,5 L",1.99,Mercadona,Refrescos,5598
Bebida isotónica de naranja,Iso drink,Botella,"1,5 L",1.0,Mercadona,Refrescos,5599
Bebida isotónica de naranja,Iso drink,Lata,6 latas x 330 ml,2.7,Mercadona,Refrescos,5600
Bebida isotónica de naranja,Iso drink,Lata,330 ml,0.45,Mercadona,Refrescos,5601
Bebida isotónica Iso On blue,Hacendado,Botella,"1,5 L",1.55,Mercadona,Refrescos,5602
Bebida isotónica Iso On blue,Hacendado,Botella,500 ml,0.6,Mercadona,Refrescos,5603
Bebida isotónica azul,Powerade,Botella,500 ml,1.45,Mercadona,Refrescos,5604
Bebida energética Energy Drink Zero,Hacendado,Lata,6 latas x 250 ml,2.4,Mercadona,Refrescos,5605
Bebida energética Zero,Hacendado,Lata,250 ml,0.4,Mercadona,Refrescos,5606
Bebida energética Energy Ultra zero,Monster,Lata,4 latas x 500 ml,6.68,Mercadona,Refrescos,5607
Bebida energética Energy Ultra zero,Monster,Lata,500 ml,1.79,Mercadona,Refrescos,5608
Bebida energética energy,Monster,Lata,4 latas x 500 ml,5.6,Mercadona,Refrescos,5609
Bebida energética Energy,Monster,Lata,500 ml,1.45,Mercadona,Refrescos,5610
Bebida energética Energy Drink,Hacendado,Botella,"1,5 L",1.6,Mercadona,Refrescos,5611
Bebida energética Energy Drink,Hacendado,Lata,6 latas x 250 ml,2.4,Mercadona,Refrescos,5612
Bebida energética Energy Drink,Hacendado,Lata,250 ml,0.4,Mercadona,Refrescos,5613
Bebida energética,Red Bull,Lata,4 latas x 250 ml,4.6,Mercadona,Refrescos,5614
Bebida energética,Red Bull,Lata,250 ml,1.59,Mercadona,Refrescos,5615
Bebida energética original,Burn,Lata,4 latas x 500 ml,3.8,Mercadona,Refrescos,5616
Bebida energética original,Burn,Lata,500 ml,1.0,Mercadona,Refrescos,5617
Gel energético con cafeína  sabor cítricos,Enervit Sport,Lata,3 ud. x 32 g,3.6,Mercadona,Refrescos,5618
Bebida energética Mango,Loco Monster,Lata,4 latas x 500 ml,6.68,Mercadona,Refrescos,5619
Bebida energética Mango,Loco Monster,Lata,500 ml,1.79,Mercadona,Refrescos,5620
Bebida energética Furious,Energy drink,Lata,500 ml,1.0,Mercadona,Refrescos,5621
Bebida energética Tropic,Energy drink,Lata,500 ml,1.0,Mercadona,Refrescos,5622
Malta Maltín,Polar,Lata,6 botellines x 250 ml,7.0,Mercadona,Bebidas con alcohol,5623
Malta Maltín,Polar,Botellín,250 ml,1.25,Mercadona,Bebidas con alcohol,5624
Bebida energética zero Watermelon,Energy drink,Lata,500 ml,1.0,Mercadona,Refrescos,5625
Pan rallado con ajo y perejil,El molino de Dia,Bolsa,500 g,1.05,Dia,Panadería y pastelería,5626
Pan rallado,El molino de Dia,Bolsa,750 g,0.95,Dia,Panadería y pastelería,5627
Preparado para rebozar crujiente sin gluten,Esgir,Bolsa,200 g,1.75,Dia,Panadería y pastelería,5628
Pan rallado sin gluten,Panceliac,Bolsa,200 g,1.85,Dia,Panadería y pastelería,5629
Pan rallado sin gluten,Panceliac,Bolsa,400 g,2.69,Dia,Panadería y pastelería,5630
Barra de pan,El molino de Dia,Bolsa,250 g,0.48,Dia,Panadería y pastelería,5631
Chapata de cristal,El molino de Dia,Bolsa,2 unidades  190 g,1.71,Dia,Panadería y pastelería,5632
Barra de pan baguette,El molino de Dia,Bolsa,250 g,0.51,Dia,Panadería y pastelería,5633
Barra de pan chapata,El molino de Dia,Bolsa,300 g,0.65,Dia,Panadería y pastelería,5634
Barra de pan de picos,El molino de Dia,Bolsa,260 g,0.68,Dia,Panadería y pastelería,5635
Hogaza,El molino de Dia,Bolsa,350 g,0.99,Dia,Panadería y pastelería,5636
Hogaza de centeno y avena,El molino de Dia,Bolsa,500 g,2.05,Dia,Panadería y pastelería,5637
Barra de pan peregrina,El molino de Dia,Bolsa,250 g,0.72,Dia,Panadería y pastelería,5638
Barra de pan integral,El molino de Dia,Bolsa,  220 g,0.59,Dia,Panadería y pastelería,5639
Pan candeal grande,El molino de Dia,Bolsa,500 g,1.39,Dia,Panadería y pastelería,5640
Pan de centeno,El molino de Dia,Unidad, 450 g,0.99,Dia,Panadería y pastelería,5641
Barra de pan,El molino de Dia,Bolsa,125 g,0.27,Dia,Panadería y pastelería,5642
Mollete de Antequera,El molino de Dia,Bolsa,280 g,1.14,Dia,Panadería y pastelería,5643
Barra de pan,El molino de Dia,Caja,  210 g,0.87,Dia,Panadería y pastelería,5644
Barra de pan picado andaluz,El molino de Dia,Bolsa,130 g,0.35,Dia,Panadería y pastelería,5645
Pan rústico en rebanadas,El molino de Dia,Bolsa,550 g,1.59,Dia,Panadería y pastelería,5646
Hogaza de centeno,El molino de Dia,Bolsa,500 g,2.05,Dia,Panadería y pastelería,5647
Pan rústico integral en rebanadas,El molino de Dia,Bolsa,550 g,1.69,Dia,Panadería y pastelería,5648
Pan viena integral ,El molino de Dia,Unidad,  90 g,0.27,Dia,Panadería y pastelería,5649
Hogaza de maíz,El molino de Dia,Bolsa,  330 g,1.29,Dia,Panadería y pastelería,5650
Barra de pan espiga,El molino de Dia,Unidad,270 g,0.75,Dia,Panadería y pastelería,5651
Pan de horno de piedra,El molino de Dia,Unidad,600 g,1.39,Dia,Panadería y pastelería,5652
Barra de pan para torrijas,El molino de Dia,Bolsa,300 g,1.29,Dia,Panadería y pastelería,5653
Barra de pan baguette con semillas La hornada Dia,El molino de Dia,Bolsa,250 g,0.91,Dia,Panadería y pastelería,5654
Barra de pan premium,El molino de Dia,Bolsa,430 g,0.89,Dia,Panadería y pastelería,5655
Pan flauta,El molino de Dia,Unidad,110 g,0.41,Dia,Panadería y pastelería,5656
Panecillo con quinoa,El molino de Dia,Unidad,100 g,0.48,Dia,Panadería y pastelería,5657
Hogaza con pipas de calabaza,El molino de Dia,Bolsa,500 g,2.05,Dia,Panadería y pastelería,5658
Barra de pan parisienne,El molino de Dia,Caja,300 g,0.74,Dia,Panadería y pastelería,5659
Barra de pan con sésamo y fibra blanca,El molino de Dia,Caja,265 g,1.05,Dia,Panadería y pastelería,5660
Fideo cabello de ángel,Hacendado,Paquete,500 g,0.82,Mercadona,Arroz legumbres y pasta,5661
Fideuá,Hacendado,Paquete,500 g,0.82,Mercadona,Arroz legumbres y pasta,5662
Fideo grueso,Hacendado,Paquete,500 g,0.82,Mercadona,Arroz legumbres y pasta,5663
Pasta estrellas,Hacendado,Paquete,500 g,0.82,Mercadona,Arroz legumbres y pasta,5664
Pasta maravilla,Hacendado,Paquete,500 g,0.82,Mercadona,Arroz legumbres y pasta,5665
Fideo mediano,Hacendado,Paquete,500 g,0.82,Mercadona,Arroz legumbres y pasta,5666
Fideo al huevo,Hacendado,Paquete,500 g,1.35,Mercadona,Arroz legumbres y pasta,5667
Pasta infantil con vegetales,Hacendado,Paquete,500 g,1.2,Mercadona,Arroz legumbres y pasta,5668
Sémola de trigo,Hacendado,Paquete,500 g,1.6,Mercadona,Arroz legumbres y pasta,5669
Tapioca,Tipiak,Caja,225 g,1.9,Mercadona,Arroz legumbres y pasta,5670
Pasta estrellas sin gluten,Felicia,Paquete,500 g,1.95,Mercadona,Arroz legumbres y pasta,5671
Pajaritas vegetales,Hacendado,Paquete,500 g,1.1,Mercadona,Arroz legumbres y pasta,5672
Pasta penne integral,Hacendado,Paquete,500 g,1.2,Mercadona,Arroz legumbres y pasta,5673
Pasta tortiglioni,Armando,Paquete,500 g,1.24,Mercadona,Arroz legumbres y pasta,5674
Hélices con vegetales,Hacendado,Paquete,1 kg,1.6,Mercadona,Arroz legumbres y pasta,5675
Macarrón fino,Hacendado,Paquete,500 g,0.82,Mercadona,Arroz legumbres y pasta,5676
Macarrón al huevo,Hacendado,Paquete,500 g,1.35,Mercadona,Arroz legumbres y pasta,5677
Macarrón,Hacendado,Paquete,1 kg,1.3,Mercadona,Arroz legumbres y pasta,5678
Macarrón rayado,Hacendado,Paquete,500 g,0.82,Mercadona,Arroz legumbres y pasta,5679
Pasta penne,Armando,Paquete,500 g,1.24,Mercadona,Arroz legumbres y pasta,5680
Pasta fusilli 100% lentejas rojas,Felicia,Paquete,250 g,1.58,Mercadona,Arroz legumbres y pasta,5681
Pasta trottole vegetales,Hacendado,Paquete,500 g,1.2,Mercadona,Arroz legumbres y pasta,5682
Pasta fusilli,Armando,Paquete,500 g,1.24,Mercadona,Arroz legumbres y pasta,5683
Pasta tiburón,Hacendado,Paquete,500 g,0.82,Mercadona,Arroz legumbres y pasta,5684
Hélices,Hacendado,Paquete,500 g,0.82,Mercadona,Arroz legumbres y pasta,5685
Macarrón,Hacendado,Paquete,500 g,0.82,Mercadona,Arroz legumbres y pasta,5686
Pasta fusilli sin gluten,Felicia,Paquete,500 g,1.95,Mercadona,Arroz legumbres y pasta,5687
Pasta corallini integral,Hacendado,Paquete,500 g,1.2,Mercadona,Arroz legumbres y pasta,5688
Tallarines,Hacendado,Paquete,500 g,0.82,Mercadona,Arroz legumbres y pasta,5689
Spaghetti integral,Hacendado,Paquete,500 g,1.2,Mercadona,Arroz legumbres y pasta,5690
Spaghetti fino,Hacendado,Paquete,500 g,0.82,Mercadona,Arroz legumbres y pasta,5691
Nidos al huevo,Hacendado,Paquete,500 g,1.35,Mercadona,Arroz legumbres y pasta,5692
Spaghetti al huevo,Hacendado,Paquete,500 g,1.35,Mercadona,Arroz legumbres y pasta,5693
Spaghetti,Hacendado,Paquete,1 kg,1.3,Mercadona,Arroz legumbres y pasta,5694
Spaghetti,Hacendado,Paquete,500 g,0.82,Mercadona,Arroz legumbres y pasta,5695
Spaghetti sin gluten,Felicia,Paquete,500 g,1.95,Mercadona,Arroz legumbres y pasta,5696
Pasta fresca tagliatelle al huevo,Hacendado,Paquete,250 g,1.15,Mercadona,Arroz legumbres y pasta,5697
Spaghetti,Armando,Paquete,500 g,1.24,Mercadona,Arroz legumbres y pasta,5698
Tortellini carne,Pagani,Paquete,250 g,1.35,Mercadona,Arroz legumbres y pasta,5699
Pasta fresca tortellini carne,Hacendado,Bandeja,250 g,1.72,Mercadona,Arroz legumbres y pasta,5700
